order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,category,sub_category,quantity,unit_price,discount,sales,profit
ORD-005766,03/10/2023,03/14/2023,Second Class,CUST-0452,Courtney Hayes,Corporate,West,Nevada,Furniture,Bookcases,6,158.64,0.0,951.82,188.04
ORD-000132,10/17/2023,21-Oct-2023,First Class,CUST-0215,Julie Alexander,Corporate,South,Tennessee,Technology,Machines,8,11.05,0.15,75.13,2.03
ORD-004984,18-Jan-2023,2023-01-20,Same Day,CUST-0362,Laurie Hoffman,Home Office,South,North Carolina,Furniture,Tables,7,213.5,0.1,1345.07,200.11
ORD-008614,02/13/2024,2024-02-17,Standard Class,CUST-0073,Brittney Phillips,Consumer,West,Nevada,Furniture,Bookcases,3,140.27,0.0,420.8,75.42
ORD-006386,2024-07-19,2024-07-23,Standard Class,CUST-0197,Daniel Salinas,Consumer,East,New Jersey,Furniture,Bookcases,7,347.35,0.0,2431.42,553.22
ORD-004658,2023-11-18,11/23/2023,First Class,CUST-0213,Melissa Martinez,Home Office,South,Georgia,Furniture,Chairs,7,240.27,0.15,1429.63,-49.16
ORD-001147,11/30/2023,2023-12-05,Standard Class,CUST-0198,Spencer Haynes,Home Office,East,New Jersey,Technology,Machines,1,410.24,0.15,348.7,18.48
ORD-008081,2023-09-06,2023-09-12,First Class,CUST-0386,Chad Scott,Consumer,Central,Michigan,Office Supplies,Paper,3,31.3,0.0,93.91,13.29
ORD-001797,2023-10-07,10/08/2023,Standard Class,CUST-0181,Alexander Collins,Corporate,Central,Ohio,Furniture,Bookcases,7,422.77,0.0,2959.41,-81.48
ORD-002733,12/14/2024,18-Dec-2024,Standard Class,CUST-0169,Joel Williams,Home Office,Central,Ohio,Office Supplies,Paper,1,14.34,0.0,14.34,2.11
ORD-008785,2024-09-02,09-Sep-2024,Same Day,CUST-0405,Joann Glass,Corporate,South,Tennessee,Technology,Machines,7,234.21,0.0,1639.5,-71.16
ORD-004725,12/26/2024,2024-12-28,First Class,CUST-0333,Jordan Bates,Corporate,South,Georgia,Furniture,Chairs,7,221.38,0.2,1239.71,110.1
ORD-003165,2023-09-22,26-Sep-2023,Same Day,CUST-0375,Charles Schultz,Corporate,East,Massachusetts,Office Supplies,Binders,5,49.62,0.1,223.27,36.47
ORD-008904,03/28/2024,04/02/2024,Standard Class,CUST-0018,Derek Zuniga,Consumer,Central,Illinois,Technology,Copiers,6,386.37,0.3,1622.75,-196.87
ORD-004408,2023-10-11,17-Oct-2023,Standard Class,CUST-0114,Crystal Johnson,Consumer,East,New Jersey,Office Supplies,Labels,8,38.29,0.0,306.28,48.36
ORD-006014,2024-10-03,07-Oct-2024,Same Day,CUST-0133,Mary Marshall,Home Office,West,Oregon,Office Supplies,Labels,4,23.16,0.2,74.11,21.78
ORD-004048,12/31/2023,05-Jan-2024,Second Class,CUST-0225,Matthew Moore,Home Office,South,Georgia,  Office Supplies ,Art,4,35.44,0.2,113.41,35.88
ORD-005949,04/14/2023,20-Apr-2023,Same Day,CUST-0192,Karen Graham,Corporate,Central,Ohio,Office Supplies,Binders,2,31.52,0.1,56.74,10.41
ORD-002712,2023-12-31,05-Jan-2024,Same Day,CUST-0142,David Douglas Jr.,Home Office,East,Massachusetts,Furniture,Tables,4,319.45,0.3,894.45,-9.78
ORD-008764,03-Jul-2024,04-Jul-2024,Second Class,CUST-0426,Gregory Ponce,Corporate,South,Tennessee,Office Supplies,Paper,8,34.53,0.0,276.2,74.66
ORD-003686,15-Sep-2023,2023-09-21,Same Day,CUST-0429,Robin Santiago,Consumer,East,New Jersey,Furniture,Chairs,1,265.66,0.0,265.66,41.7
ORD-002675,2023-12-28,2024-01-02,Second Class,CUST-0459,Aaron Miller,Home Office,West,Washington,Furniture,Chairs,2,100.08,0.15,170.14,26.22
ORD-008387,04-Nov-2023,06-Nov-2023,First Class,CUST-0037,Sherri Baker,Home Office,South,Florida,Furniture,Chairs,7,102.47,0.1,645.55,-17.07
ORD-005480,2024-12-21,12/23/2024,Same Day,CUST-0070,William Baker,Home Office,South,Florida,Office Supplies,Binders,6,38.67,0.15,197.22,32.74
ORD-008009,2023-02-03,2023-02-09,Second Class,CUST-0014,Michele Williams,Corporate,East,New York,Furniture,Tables,6,163.84,0.0,983.02,50.85
ORD-004287,09-Nov-2023,11-Nov-2023,Second Class,CUST-0057,Timothy Duncan,Home Office,South,Tennessee,Technology,Accessories,5,449.25,0.2,1796.98,261.93
ORD-003707,2024-12-24,29-Dec-2024,First Class,CUST-0153,Denise Jones,Home Office,Central,Michigan,Office Supplies,Labels,7,32.62,0.0,228.32,45.21
ORD-002589,08-Nov-2023,13-Nov-2023,Same Day,CUST-0051,Jessica Holmes,Home Office,East,Pennsylvania,Furniture,Tables,2,152.38,0.0,304.76,-22.05
ORD-000187,07/19/2024,07/21/2024,Same Day,CUST-0207,Bryan Herrera,Home Office,East,Massachusetts,Technology,Accessories,6,574.14,0.15,2928.1,776.28
ORD-000318,2024-08-26,08/28/2024,Same Day,CUST-0048,Shane Henderson,Consumer,South,Florida,Technology,Copiers,1,278.55,0.3,194.98,-38.72
ORD-004198,26-Oct-2024,02-Nov-2024,Standard Class,CUST-0482,Howard Norman,Corporate,West,California,Furniture,Tables,1,187.2,0.0,187.2,48.2
ORD-004759,07-Jul-2024,11-Jul-2024,Second Class,CUST-0498,James Bradley,Home Office,South,North Carolina,Office Supplies,Binders,7,54.4,0.2,304.65,43.52
ORD-006477,01/06/2024,2024-01-08,Same Day,CUST-0157,Joshua Perry,Home Office,South,Florida,Technology,Machines,6,654.13,0.15,3336.05,10.19
ORD-006662,21-Jun-2023,2023-06-23,Same Day,CUST-0279,Shannon James,Corporate,Central,Michigan,Office Supplies,Labels,6,49.4,0.1,266.74,40.59
ORD-003827,2023-12-09,12-Dec-2023,Second Class,CUST-0165,Michael Powell,Home Office,South,North Carolina,Furniture,Tables,2,245.25,0.2,392.39,22.73
ORD-002199,03/10/2023,03/11/2023,First Class,CUST-0479,Curtis Williams,Home Office,East,Massachusetts,Technology,Copiers,2,291.92,0.0,583.84,20.02
ORD-001032,08/30/2023,2023-09-06,First Class,CUST-0399,Ashley Hicks,Home Office,Central,Michigan,Office Supplies,Storage,4,39.1,0.0,156.4,21.52
ORD-006473,05/26/2024,2024-05-30,Second Class,CUST-0130,Megan Orr,Corporate,East,Massachusetts,Furniture,Bookcases,2,161.06,0.2,257.7,25.73
ORD-003461,2024-12-19,2024-12-20,Same Day,CUST-0074,Lauren Daniels,Corporate,West,Washington,Furniture,Tables,7,269.3,0.0,1885.12,140.06
ORD-006217,16-Aug-2024,2024-08-20,Same Day,CUST-0035,Debra Davidson,Consumer,South,Florida,Technology,Copiers,5,206.8,0.1,930.59,176.17
ORD-003004,02/16/2023,2023-02-18,Standard Class,CUST-0397,Jennifer Collins,Consumer,EAST,Massachusetts,Furniture,Tables,2,225.91,0.15,384.05,-15.47
ORD-007368,10/13/2023,15-Oct-2023,Same Day,CUST-0045,Angelica Tucker,Home Office,Central,Illinois,Office Supplies,Art,8,35.5,0.0,284.0,-13.51
ORD-007189,09-Apr-2024,2024-04-11,Standard Class,CUST-0362,Laurie Hoffman,Home Office,South,North Carolina,Office Supplies,Paper,7,28.91,0.0,202.34,77.63
ORD-007109,11/10/2024,2024-11-17,Standard Class,CUST-0311,Dr. Paul Morgan,Consumer,Central,Ohio,Technology,Accessories,4,404.07,0.2,1293.04,-56.08
ORD-001151,02/02/2023,09-Feb-2023,Second Class,CUST-0348,Victor Brown,Corporate,East,Massachusetts,Furniture,Tables,8,328.9,0.0,2631.17,79.55
ORD-008663,2023-01-07,08-Jan-2023,Standard Class,CUST-0255,Cynthia Moore,Consumer,East,New Jersey,Technology,Machines,7,569.77,0.3,2791.87,-21.95
ORD-004011,11/19/2023,11/20/2023,Second Class,CUST-0095,John Whitehead,Home Office,West,Oregon,Office Supplies,Paper,7,9.96,0.15,59.24,4.87
ORD-008036,05/07/2024,2024-05-12,First Class,CUST-0074,Lauren Daniels,Corporate,West,Washington,  Technology ,Phones,6,287.08,0.1,1550.25,-25.73
ORD-007620,2024-05-01,05/03/2024,Same Day,CUST-0473,Lori Ingram,Consumer,West,Nevada,Office Supplies,Binders,4,29.22,0.2,93.49,29.96
ORD-002406,01/01/2023,01/05/2023,Same Day,CUST-0399,Ashley Hicks,Home Office,Central,Michigan,Technology,Machines,6,490.78,0.0,2944.67,-234.65
ORD-007158,05-Dec-2024,12/11/2024,Second Class,CUST-0038,Cassandra Gaines,Corporate,South,Tennessee,Office Supplies,Art,6,43.5,0.3,182.71,-3.25
ORD-001885,06/09/2024,06/16/2024,Same Day,CUST-0019,Lisa Jackson,Corporate,East,Massachusetts,Technology,Accessories,2,479.76,0.15,815.6,68.22
ORD-001003,06/03/2024,06/05/2024,Same Day,CUST-0178,Michael Wang,Consumer,South,Georgia,Office Supplies,Paper,6,15.12,0.15,77.1,13.54
ORD-000633,07/24/2024,07/29/2024,First Class,CUST-0046,Philip Cannon,Corporate,West,Washington,Office Supplies,Binders,2,36.78,0.0,73.56,-1.45
ORD-003178,25-Jun-2024,07/02/2024,First Class,CUST-0073,Brittney Phillips,Consumer,West,Nevada,Office Supplies,Binders,1,13.19,0.0,13.19,1.61
ORD-002014,2023-08-15,21-Aug-2023,Second Class,CUST-0499,Meghan Rush,Consumer,South,Georgia,Office Supplies,Paper,6,26.8,0.0,160.79,19.11
ORD-005240,28-May-2024,29-May-2024,,CUST-0164,Jeffrey Johnson,Corporate,East,New Jersey,Furniture,Bookcases,7,392.55,,1923.49,90.78
ORD-008077,2023-03-31,2023-04-02,Same Day,CUST-0379,Anthony Moore,Consumer,West,Washington,Furniture,Bookcases,6,213.24,0.2,1023.53,111.53
ORD-003032,11/08/2023,11/12/2023,Second Class,CUST-0169,Joel Williams,Home Office,Central,Ohio,Technology,Copiers,2,356.17,0.0,712.33,310.97
ORD-003733,22-Nov-2023,2023-11-29,Standard Class,CUST-0054,Mark Perez,Corporate,West,Nevada,Furniture,Tables,8,408.35,0.3,2286.74,-236.15
ORD-007625,2023-08-20,25-Aug-2023,First Class,CUST-0416,Antonio Garcia,Home Office,West,Nevada,Furniture,Chairs,1,236.92,0.0,236.92,14.91
ORD-007531,12/12/2024,17-Dec-2024,Same Day,CUST-0489,Bobby Guerrero,Consumer,West,Oregon,Furniture,Tables,4,368.96,0.1,1328.25,205.31
ORD-001333,08/26/2024,08/31/2024,First Class,CUST-0135,Rebecca Jackson,Home Office,Central,Michigan,Technology,Machines,6,455.58,0.0,2733.51,-38.42
ORD-003062,28-Feb-2024,02/29/2024,Standard Class,CUST-0150,Stephanie Manning,Corporate,South,Tennessee,Office Supplies,Storage,3,27.0,0.0,81.0,14.19
ORD-001351,2024-12-05,09-Dec-2024,Second Class,CUST-0323,Johnathan Davis,Consumer,South,North Carolina,Furniture,Chairs,5,279.01,0.3,976.54,127.85
ORD-003753,06/12/2023,06/14/2023,Same Day,CUST-0084,Paul Jones,Consumer,West,Oregon,Furniture,Furnishings,4,199.95,0.0,799.8,-95.2
ORD-004179,01-Sep-2023,2023-09-02,Second Class,CUST-0347,Sharon Boyd,Home Office,Central,Illinois,Technology,Accessories,4,393.19,0.0,1572.74,67.86
ORD-005696,03/24/2023,31-Mar-2023,Standard Class,CUST-0211,christopher smith,Corporate,East,Pennsylvania,Office Supplies,Labels,8,20.5,0.0,164.03,32.72
ORD-005007,2024-05-14,05/18/2024,First Class,CUST-0181,Alexander Collins,Corporate,Central,Ohio,Office Supplies,Binders,1,21.18,0.2,16.95,-0.95
ORD-008783,11/29/2023,05-Dec-2023,First Class,CUST-0321,Susan Turner,Home Office,West,California,Furniture,Tables,4,220.07,0.3,616.2,29.61
ORD-003063,10/17/2024,10/22/2024,Same Day,CUST-0337,Daniel Kane,Corporate,West,Nevada,Office Supplies,Storage,4,51.07,0.15,173.63,9.83
ORD-002934,2024-05-26,29-May-2024,First Class,CUST-0217,Rodney Morales,Corporate,East,Pennsylvania,Technology,Machines,8,321.14,0.1,2312.24,153.24
ORD-005339,06/04/2024,07-Jun-2024,Same Day,CUST-0369,Renee Bruce,Home Office,South,Florida,Furniture,Furnishings,7,332.7,0.15,1979.58,339.18
ORD-000218,2023-12-12,12/17/2023,Same Day,CUST-0067,Tracy House,Consumer,South,Florida,Office Supplies,Storage,3,50.77,0.15,129.48,20.57
ORD-006063,09-Sep-2023,09/11/2023,First Class,CUST-0350,Theodore Jones Jr.,Home Office,West,Oregon,Office Supplies,Binders,4,44.44,0.0,177.75,13.7
ORD-008475,23-Apr-2023,2023-04-27,Standard Class,CUST-0008,Gina Moore,Consumer,Central,Illinois,Office Supplies,Storage,4,29.21,0.15,99.31,15.53
ORD-007483,12/25/2023,01-Jan-2024,First Class,CUST-0016,Brian Ramirez,Home Office,West,California,Office Supplies,Paper,5,36.03,0.1,162.16,20.42
ORD-008508,22-Jun-2023,23-Jun-2023,First Class,CUST-0095,John Whitehead,Home Office,West,Oregon,Furniture,Bookcases,8,267.69,0.1,1927.37,555.43
ORD-005741,2023-04-12,2023-04-13,Same Day,CUST-0077,Angela Lopez,Home Office,East,New York,Office Supplies,Storage,3,35.16,0.15,89.65,17.07
ORD-000651,2024-12-24,2024-12-28,Same Day,CUST-0463,Riley Bryant,Corporate,West,California,Furniture,Chairs,6,199.89,0.0,1199.36,322.68
ORD-003271,2023-07-10,11-Jul-2023,First Class,CUST-0234,Laura Roberts,Consumer,West,Washington,Office Supplies,Paper,1,37.94,0.3,26.56,-8.52
ORD-001582,02/22/2023,27-Feb-2023,Second Class,CUST-0243,Kevin Walters,Consumer,South,Florida,Office Supplies,Paper,6,30.18,0.0,181.08,12.07
ORD-002863,11/24/2024,29-Nov-2024,Standard Class,CUST-0400,Hannah Luna,Home Office,South,North Carolina,Office Supplies,Storage,4,30.3,0.0,121.19,0.51
ORD-005979,2024-07-22,23-Jul-2024,First Class,CUST-0160,Jamie Smith,Consumer,West,California,Technology,Accessories,5,566.18,0.2,2264.74,107.79
ORD-006091,20-May-2024,2024-05-21,Same Day,CUST-0187,Jonathan Peterson,Corporate,East,New York,Office Supplies,Storage,2,35.01,0.15,59.51,11.09
ORD-000360,12/07/2023,12/13/2023,Standard Class,CUST-0197,Daniel Salinas,Consumer,East,New Jersey,Furniture,Furnishings,3,222.73,0.0,668.19,95.66
ORD-001961,26-May-2024,06/02/2024,First Class,CUST-0339,Scott Thomas,Home Office,Central,Michigan,Office Supplies,Paper,2,54.48,0.0,108.97,19.28
ORD-005846,27-Dec-2023,2024-01-02,First Class,CUST-0383,Douglas Gregory,Consumer,Central,Illinois,Technology,Machines,7,331.39,0.0,2319.74,838.58
ORD-004790,19-Dec-2023,25-Dec-2023,Second Class,CUST-0129,Cameron Fisher,Corporate,South,North Carolina,Furniture,Bookcases,8,168.85,0.1,1215.71,132.95
ORD-005031,14-Sep-2024,17-Sep-2024,Second Class,CUST-0161,Paul Castaneda,Corporate,East,New Jersey,Office Supplies,Art,2,36.47,0.0,72.94,13.03
ORD-000420,10/24/2024,29-Oct-2024,First Class,CUST-0400,Hannah Luna,Home Office,South,North Carolina,Furniture,Tables,7,323.82,0.0,2266.77,281.81
ORD-000181,04/01/2024,04-Apr-2024,Second Class,CUST-0262,Desiree Tyler,Consumer,South,Georgia,  Technology ,Accessories,7,462.32,0.1,2912.63,972.61
ORD-008410,2023-04-25,2023-04-28,Second Class,CUST-0280,Nathan Malone,Home Office,Central,Texas,Technology,Copiers,4,169.48,0.15,576.23,131.79
ORD-002857,03-Mar-2024,03/10/2024,,CUST-0485,Jasmine Beltran,Home Office,Central,Ohio,Furniture,Tables,1,314.26,,314.26,62.15
ORD-002790,2024-01-28,04-Feb-2024,Standard Class,CUST-0387,Adam Burgess,Consumer,EAST,Massachusetts,Furniture,Bookcases,2,148.89,0.0,297.77,45.23
ORD-002574,09/05/2024,09/09/2024,Second Class,CUST-0144,Christopher Rubio,Corporate,Central,Michigan,Furniture,Furnishings,3,240.68,0.0,722.04,89.99
ORD-007036,17-Aug-2023,2023-08-20,First Class,CUST-0412,lisa hunter,Home Office,Central,Texas,Technology,Accessories,4,386.64,0.0,1546.55,192.98
ORD-000787,04/29/2023,2023-04-30,Same Day,CUST-0078,Megan Young,Consumer,East,New Jersey,Office Supplies,Labels,4,38.08,0.2,121.86,-19.84
ORD-007565,10/07/2023,13-Oct-2023,First Class,CUST-0023,Ethan Adams,Home Office,East,New Jersey,Office Supplies,Paper,3,32.28,0.0,96.84,-3.62
ORD-000371,2024-08-31,09/01/2024,Standard Class,CUST-0138,Courtney Gonzalez,Consumer,Central,Ohio,Technology,Phones,2,179.1,0.2,286.55,-44.0
ORD-005981,27-Nov-2023,2023-12-04,Second Class,CUST-0045,Angelica Tucker,Home Office,Central,Illinois,Technology,Accessories,4,402.14,0.2,1286.85,5.8
ORD-008495,2023-01-13,2023-01-15,Second Class,CUST-0147,Victoria Larson,Corporate,Central,Texas,Technology,Phones,5,430.91,0.0,2154.55,-13.12
ORD-002245,2024-12-21,2024-12-22,Same Day,CUST-0378,Paula Bradley,Consumer,East,Massachusetts,Office Supplies,Paper,7,44.25,0.0,309.76,46.51
ORD-001183,02/14/2023,02/15/2023,First Class,CUST-0103,Rebecca Valencia,Home Office,Central,Texas,Technology,Machines,4,324.49,0.1,1168.16,390.22
ORD-002202,05/04/2024,05/05/2024,Same Day,CUST-0046,Philip Cannon,Corporate,West,Washington,Technology,Machines,3,294.49,0.15,750.94,144.05
ORD-005578,2024-03-03,03/04/2024,Standard Class,CUST-0040,Brittany Farmer,Home Office,East,Massachusetts,Technology,Phones,4,275.38,0.15,936.28,265.47
ORD-002186,26-Mar-2023,03/28/2023,Same Day,CUST-0424,Mary Escobar,Consumer,EAST,New York,Technology,Phones,2,190.93,0.1,343.68,29.03
ORD-007611,10/17/2023,22-Oct-2023,Same Day,CUST-0087,Shirley Suarez,Home Office,South,Georgia,Office Supplies,Binders,3,36.88,0.15,94.05,28.62
ORD-006695,24-Jul-2024,2024-07-31,First Class,CUST-0162,Jennifer Adkins,Home Office,West,Nevada,Furniture,Chairs,4,319.57,0.0,1278.29,95.04
ORD-005698,12/29/2023,02-Jan-2024,Standard Class,CUST-0235,Michael Lyons,Consumer,Central,Illinois,Technology,Accessories,8,299.88,0.0,2399.04,160.91
ORD-001071,06/30/2024,07/05/2024,Standard Class,CUST-0075,Amy Silva,Corporate,Central,Illinois,Furniture,Tables,2,262.36,0.0,524.71,81.91
ORD-004563,26-Jun-2023,28-Jun-2023,Second Class,CUST-0037,Sherri Baker,Home Office,South,Florida,Furniture,Furnishings,1,295.41,0.1,265.87,41.94
ORD-007011,2024-01-18,2024-01-25,Standard Class,CUST-0077,Angela Lopez,Home Office,East,New York,Office Supplies,Art,7,31.65,0.15,188.32,7.58
ORD-007313,2024-10-17,2024-10-18,Standard Class,CUST-0152,Pamela Boyd,Home Office,West,California,Technology,Machines,4,176.29,0.1,634.64,266.14
ORD-000503,21-Dec-2024,22-Dec-2024,First Class,CUST-0060,John Daniel,Home Office,West,Washington,Technology,Phones,2,483.79,0.15,822.44,162.2
ORD-000757,2024-12-17,12/20/2024,Standard Class,CUST-0243,Kevin Walters,Consumer,South,Florida,Office Supplies,Paper,7,27.47,0.15,163.47,-12.09
ORD-006329,2023-12-27,12/29/2023,Standard Class,CUST-0393,Brian Smith,Home Office,SOUTH,Florida,Office Supplies,Art,8,49.12,0.3,275.07,21.5
ORD-006002,2023-05-06,10-May-2023,Same Day,CUST-0224,Theresa Clark,Consumer,East,Pennsylvania,Technology,Phones,5,360.66,0.3,1262.33,-6.31
ORD-000532,02/26/2024,02/27/2024,Second Class,CUST-0034,Nathan Maldonado,Consumer,Central,Illinois,Office Supplies,Binders,6,47.06,0.3,197.66,-41.26
ORD-002087,06/16/2023,2023-06-20,Same Day,CUST-0338,Charles Lester,Consumer,East,Pennsylvania,Office Supplies,Paper,5,29.92,0.15,127.14,4.33
ORD-005932,2024-05-10,05/12/2024,Standard Class,CUST-0355,Patricia Le,Consumer,Central,Ohio,Technology,Copiers,1,474.79,0.3,332.35,65.29
ORD-004796,06/14/2023,06/16/2023,Standard Class,CUST-0373,Ellen Morgan,Corporate,West,California,Technology,Machines,4,505.19,0.0,2020.77,227.51
ORD-002725,2024-07-13,07/18/2024,Same Day,CUST-0215,Julie Alexander,Corporate,South,Tennessee,Technology,Phones,1,438.4,0.3,306.88,-51.81
ORD-008692,18-Dec-2024,12/21/2024,Second Class,CUST-0418,Carrie Wright,Consumer,Central,Michigan,Office Supplies,Binders,2,49.38,0.0,98.75,10.14
ORD-006985,09-Feb-2023,2023-02-12,Same Day,CUST-0319,Stephen Hoffman,Home Office,East,New York,Office Supplies,Paper,8,24.68,0.1,177.68,5.1
ORD-003243,22-Jan-2023,2023-01-28,Standard Class,CUST-0465,Jose Allen,Home Office,Central,Texas,Office Supplies,Paper,7,42.38,0.3,207.68,62.26
ORD-007416,10/01/2024,2024-10-08,Same Day,CUST-0212,Denise Mccann,Corporate,East,Massachusetts,Furniture,Chairs,6,297.49,0.3,1249.46,-99.6
ORD-001060,2023-07-05,2023-07-06,Same Day,CUST-0253,Tanya Kim,Home Office,Central,Ohio,Furniture,Bookcases,1,57.82,0.0,57.82,7.35
ORD-006853,09/28/2023,09/29/2023,Standard Class,CUST-0372,Debra White,Corporate,West,Nevada,Office Supplies,Binders,1,40.48,0.1,36.43,10.5
ORD-003016,2023-07-03,2023-07-06,Second Class,CUST-0120,Jeffrey Chandler,Consumer,West,Washington,Technology,Phones,6,203.93,0.0,1223.58,121.16
ORD-000963,10/18/2023,10/20/2023,First Class,CUST-0136,Jose Schultz,Home Office,South,Florida,Furniture,Tables,3,405.56,0.2,973.33,-107.38
ORD-003115,2024-07-17,23-Jul-2024,Second Class,CUST-0372,Debra White,Corporate,West,Nevada,Technology,Accessories,1,499.52,0.0,499.52,37.07
ORD-004880,20-Sep-2023,23-Sep-2023,First Class,CUST-0194,Angelica Keith,Corporate,East,New York,Furniture,Chairs,6,240.5,0.0,1443.0,121.02
ORD-002065,01-Jul-2023,07/03/2023,Same Day,CUST-0413,Julian Conner,Corporate,South,Tennessee,Office Supplies,Binders,5,27.28,0.2,109.12,21.69
ORD-004151,2023-05-26,02-Jun-2023,First Class,CUST-0434,Chad Jones,Corporate,East,Pennsylvania,Technology,Copiers,6,574.46,0.0,3446.76,318.5
ORD-000626,12/01/2024,2024-12-04,First Class,CUST-0308,Carlos Ryan,Corporate,East,Pennsylvania,Furniture,Bookcases,6,274.82,0.2,1319.12,131.94
ORD-005873,31-Oct-2024,2024-11-06,Standard Class,CUST-0075,Amy Silva,Corporate,Central,Illinois,Technology,Copiers,6,504.77,0.15,2574.32,574.27
ORD-003117,12/15/2024,12/19/2024,Same Day,CUST-0268,Colin Terry,Consumer,South,Tennessee,Office Supplies,Labels,3,33.07,0.3,69.44,-20.73
ORD-002962,06/14/2024,2024-06-21,Standard Class,CUST-0340,David Thompson,Consumer,Central,Ohio,Office Supplies,Paper,7,41.76,0.0,292.34,46.73
ORD-001565,28-Jun-2023,2023-07-04,First Class,CUST-0154,Devon Flores,Consumer,EAST,Massachusetts,Technology,Phones,3,408.72,0.0,1226.16,123.38
ORD-003793,11/02/2023,09-Nov-2023,Same Day,CUST-0042,Fred Smith,Consumer,South,Tennessee,Technology,Copiers,1,479.5,0.0,479.5,24.58
ORD-006555,03/30/2023,04/02/2023,Same Day,CUST-0382,Paul Wilson,Home Office,West,California,Office Supplies,Binders,6,29.26,0.2,140.44,-16.65
ORD-008082,2024-02-25,01-Mar-2024,Second Class,CUST-0351,Ana Hill,Consumer,Central,Michigan,Furniture,Furnishings,3,132.64,0.2,318.33,29.25
ORD-001116,17-Mar-2023,20-Mar-2023,Standard Class,CUST-0184,Ashley Barton,Corporate,South,Florida,  Office Supplies ,Binders,1,27.81,0.15,23.64,5.79
ORD-000622,27-Oct-2023,2023-11-03,Same Day,CUST-0164,Jeffrey Johnson,Corporate,East,New Jersey,Furniture,Chairs,7,206.37,0.0,1444.62,40.78
ORD-006883,2023-05-29,2023-06-04,Standard Class,CUST-0382,paul wilson,Home Office,West,California,Technology,Machines,7,404.79,0.1,2550.17,32.81
ORD-002458,10-Aug-2023,08/12/2023,First Class,CUST-0396,Dana Chapman,Home Office,South,Tennessee,Furniture,Tables,6,154.61,0.0,927.64,162.68
ORD-003400,11/18/2024,11/20/2024,Second Class,CUST-0295,ryan gonzalez,Corporate,East,New York,Technology,Copiers,7,366.14,0.0,2563.01,762.97
ORD-005472,19-Jan-2024,01/25/2024,Second Class,CUST-0500,Phillip Berry,Corporate,Central,Illinois,Office Supplies,Art,2,42.22,0.0,84.45,9.15
ORD-000713,05-Mar-2023,03/08/2023,,CUST-0083,,Corporate,Central,Ohio,Furniture,Bookcases,1,171.64,,171.64,
ORD-000327,2024-08-08,08/13/2024,Second Class,CUST-0052,Danny Morgan,Home Office,East,New Jersey,Office Supplies,Art,8,32.18,0.0,257.41,4.43
ORD-004709,2024-01-25,2024-01-31,Standard Class,CUST-0373,Ellen Morgan,Corporate,West,California,Technology,Accessories,7,608.09,0.2,3405.28,157.0
ORD-008454,2023-01-24,01/28/2023,Same Day,CUST-0489,Bobby Guerrero,Consumer,West,Oregon,Furniture,Bookcases,7,272.22,0.1,1715.0,276.75
ORD-008282,05/11/2023,2023-05-17,Standard Class,CUST-0238,David Davis,Consumer,East,Massachusetts,Technology,Copiers,1,302.32,0.0,302.32,23.22
ORD-008995,2023-11-04,2023-11-10,Same Day,CUST-0248,frank cordova,Consumer,South,Florida,Office Supplies,Storage,8,27.48,0.0,219.84,38.02
ORD-000173,01/09/2024,10-Jan-2024,Second Class,CUST-0255,Cynthia Moore,Consumer,East,New Jersey,Office Supplies,Art,4,30.05,0.15,102.18,18.17
ORD-003964,05/25/2024,05/30/2024,,CUST-0077,Angela Lopez,Home Office,East,New York,Office Supplies,Paper,7,25.48,,178.39,29.8
ORD-000866,30-May-2023,2023-06-06,First Class,CUST-0239,Sara Johnston,Corporate,West,Washington,Furniture,Chairs,5,233.24,0.15,991.27,107.14
ORD-005805,06-Jan-2024,2024-01-08,Standard Class,CUST-0072,Whitney Peters,Consumer,Central,Illinois,Office Supplies,Labels,2,21.54,0.0,43.09,2.59
ORD-002285,2024-03-13,03/18/2024,Standard Class,CUST-0378,Paula Bradley,Consumer,East,Massachusetts,Office Supplies,Paper,5,50.25,0.0,251.24,38.11
ORD-002141,12/09/2023,2023-12-11,Same Day,CUST-0105,Richard Henson,Home Office,East,New Jersey,Technology,Machines,6,651.18,0.0,3907.1,-122.78
ORD-003523,06/15/2024,06/18/2024,Second Class,CUST-0240,Yvonne Chambers,Consumer,Central,Illinois,Technology,Phones,1,495.76,0.0,495.76,41.34
ORD-004512,21-Mar-2024,03/22/2024,Same Day,CUST-0296,John Young,Corporate,WEST,Oregon,Office Supplies,Art,4,24.13,0.3,67.55,7.14
ORD-003712,2023-08-22,25-Aug-2023,Standard Class,CUST-0317,Lauren Carson,Corporate,East,Pennsylvania,Technology,Machines,1,263.9,0.0,263.9,72.18
ORD-001550,08-May-2024,14-May-2024,Standard Class,CUST-0154,Devon Flores,Consumer,East,Massachusetts,Office Supplies,Labels,6,33.64,0.3,141.29,9.83
ORD-001209,06/05/2024,06/11/2024,First Class,CUST-0104,Christine Wright,Corporate,West,California,Office Supplies,Storage,8,40.79,0.2,261.06,10.67
ORD-007723,2024-12-23,12/30/2024,Standard Class,CUST-0236,Kathryn Snyder,Consumer,West,Nevada,Furniture,Chairs,5,201.8,0.3,706.29,39.88
ORD-008244,10-Aug-2024,2024-08-12,Standard Class,CUST-0158,Jason Stein,Corporate,South,Georgia,Technology,Copiers,6,342.88,0.2,1645.82,-19.31
