order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,category,sub_category,quantity,unit_price,discount,sales,profit,order_year,order_month,days_to_ship,profit_margin
ORD-003100,2023-02-13,2023-02-20,Same Day,CUST-0300,Amber Obrien,Consumer,West,Oregon,Furniture,Chairs,7,227.59,0.0,1593.12,170.48,2023,2023-02,7,0.107
ORD-001113,2023-02-13,2023-02-17,Second Class,CUST-0129,Cameron Fisher,Corporate,South,North Carolina,Furniture,Furnishings,4,201.3,0.0,805.19,248.45,2023,2023-02,4,0.3086
ORD-008913,2023-02-13,2023-02-20,Same Day,CUST-0412,Lisa Hunter,Home Office,Central,Texas,Furniture,Chairs,6,332.25,0.0,1993.53,463.64,2023,2023-02,7,0.2326
ORD-000644,2023-02-13,2023-02-15,Standard Class,CUST-0258,Kathleen Moran,Consumer,East,New York,Office Supplies,Art,7,15.72,0.2,88.03,5.37,2023,2023-02,2,0.061
ORD-005269,2023-02-13,2023-02-20,First Class,CUST-0136,Jose Schultz,Home Office,South,Florida,Technology,Phones,7,531.7,0.0,3721.89,34.87,2023,2023-02,7,0.0094
ORD-003218,2023-02-13,2023-02-18,First Class,CUST-0365,Tracy Burke,Consumer,South,Florida,Furniture,Furnishings,1,260.14,0.2,208.11,-8.15,2023,2023-02,5,-0.0392
ORD-002134,2023-02-13,2023-02-15,Second Class,CUST-0096,Anna Henderson,Corporate,South,Florida,Office Supplies,Binders,4,38.05,0.0,152.22,-13.62,2023,2023-02,2,-0.0895
ORD-000863,2023-02-13,2023-02-15,Standard Class,CUST-0301,Tanner Mitchell Dds,Corporate,South,North Carolina,Office Supplies,Art,2,25.18,0.0,50.36,14.12,2023,2023-02,2,0.2804
ORD-003234,2023-02-13,2023-02-16,Second Class,CUST-0420,Jake Campbell,Consumer,Central,Illinois,Office Supplies,Storage,2,26.08,0.0,52.16,4.8,2023,2023-02,3,0.092
ORD-005237,2023-02-13,2023-02-18,Same Day,CUST-0365,Tracy Burke,Consumer,South,Florida,Technology,Copiers,2,340.36,0.2,544.57,-62.29,2023,2023-02,5,-0.1144
ORD-000083,2023-02-13,2023-02-16,Same Day,CUST-0430,Nancy Jennings,Home Office,West,California,Furniture,Bookcases,2,322.25,0.0,644.51,72.93357406659568,2023,2023-02,3,0.1132
ORD-001183,2023-02-14,2023-02-15,First Class,CUST-0103,Rebecca Valencia,Home Office,Central,Texas,Technology,Machines,4,324.49,0.1,1168.16,390.22,2023,2023-02,1,0.334
ORD-002399,2023-02-14,2023-02-16,Standard Class,CUST-0302,Heather Fields,Corporate,East,Massachusetts,Furniture,Furnishings,8,286.46,0.1,2062.54,-173.1,2023,2023-02,2,-0.0839
ORD-004078,2023-02-14,2023-02-15,Second Class,CUST-0402,Craig Morrison,Home Office,East,New York,Furniture,Chairs,7,319.47,0.2,1789.03,-82.87,2023,2023-02,1,-0.0463
ORD-001337,2023-02-14,2023-02-16,First Class,CUST-0125,Helen Jones,Consumer,South,Tennessee,Technology,Accessories,4,431.25,0.1,1552.51,132.49,2023,2023-02,2,0.0853
ORD-007895,2023-02-14,2023-02-17,First Class,CUST-0088,Christopher Bass,Home Office,East,New York,Technology,Copiers,7,255.33,0.0,1787.31,20.75,2023,2023-02,3,0.0116
ORD-001599,2023-02-14,2023-02-17,Second Class,CUST-0203,Elizabeth Perkins,Corporate,West,California,Furniture,Bookcases,6,303.45,0.15,1547.61,-117.58,2023,2023-02,3,-0.076
ORD-007412,2023-02-14,2023-02-18,Standard Class,CUST-0357,Jesse Perry,Corporate,South,North Carolina,Furniture,Bookcases,5,311.89,0.15,1325.54,275.48,2023,2023-02,4,0.2078
ORD-006093,2023-02-14,2023-02-20,Same Day,CUST-0258,Kathleen Moran,Consumer,East,New York,Office Supplies,Art,4,40.39,0.1,145.41,55.35,2023,2023-02,6,0.3806
ORD-008241,2023-02-14,2023-02-20,Second Class,CUST-0469,Katie Mcneil,Consumer,Central,Texas,Furniture,Furnishings,2,139.14,0.15,236.54,44.29,2023,2023-02,6,0.1872
ORD-008809,2023-02-14,2023-02-18,Standard Class,CUST-0481,Dawn Mullins,Corporate,South,North Carolina,Technology,Machines,1,422.64,0.0,422.64,111.02,2023,2023-02,4,0.2627
ORD-005653,2023-02-14,2023-02-18,Standard Class,CUST-0212,Denise Mccann,Corporate,East,Massachusetts,Furniture,Chairs,6,175.53,0.0,1053.21,88.57,2023,2023-02,4,0.0841
ORD-003094,2023-02-14,2023-02-17,Second Class,CUST-0296,John Young,Corporate,West,Oregon,Furniture,Chairs,4,281.26,0.2,900.03,126.05,2023,2023-02,3,0.1401
ORD-007621,2023-02-14,2023-02-17,First Class,CUST-0111,Richard Rodriguez,Consumer,Central,Michigan,Technology,Machines,5,449.64,0.15,1910.95,513.69,2023,2023-02,3,0.2688
ORD-000016,2023-02-14,2023-02-20,First Class,CUST-0344,Nichole Alvarez,Home Office,Central,Illinois,Office Supplies,Art,7,28.68,0.0,200.77,74.74,2023,2023-02,6,0.3723
ORD-004853,2023-02-14,2023-02-18,Second Class,CUST-0262,Desiree Tyler,Consumer,South,Georgia,Office Supplies,Binders,7,40.7,0.15,242.14,12.82,2023,2023-02,4,0.0529
ORD-008253,2023-02-14,2023-02-20,Second Class,CUST-0094,Christina Walters,Corporate,West,Nevada,Technology,Machines,2,463.85,0.0,927.71,274.51,2023,2023-02,6,0.2959
ORD-008348,2023-02-14,2023-02-15,Same Day,CUST-0109,Evelyn Galvan,Home Office,East,Pennsylvania,Furniture,Chairs,7,268.41,0.2,1503.07,190.35,2023,2023-02,1,0.1266
ORD-006246,2023-02-14,2023-02-20,Same Day,CUST-0455,Alfred Galvan,Consumer,West,California,Office Supplies,Art,1,42.36,0.0,42.36,6.98,2023,2023-02,6,0.1648
ORD-001610,2023-02-15,2023-02-17,Second Class,CUST-0167,Alyssa Long,Consumer,South,Tennessee,Office Supplies,Art,4,27.28,0.1,98.21,23.23,2023,2023-02,2,0.2365
ORD-006094,2023-02-15,2023-02-21,Standard Class,CUST-0029,Zachary Hicks,Consumer,Central,Ohio,Furniture,Bookcases,3,280.69,0.15,715.76,70.78,2023,2023-02,6,0.0989
ORD-004517,2023-02-15,2023-02-17,First Class,CUST-0102,Cameron Parker,Home Office,Central,Texas,Technology,Accessories,3,458.7,0.1,1238.49,10.44,2023,2023-02,2,0.0084
ORD-004982,2023-02-15,2023-02-17,Second Class,CUST-0406,Madison Weber,Corporate,East,Pennsylvania,Office Supplies,Paper,2,42.23,0.2,67.57,-1.9,2023,2023-02,2,-0.0281
ORD-006438,2023-02-15,2023-02-18,Standard Class,CUST-0056,Michael Lewis,Corporate,Central,Michigan,Technology,Accessories,2,247.21,0.1,444.99,-3.62,2023,2023-02,3,-0.0081
ORD-002661,2023-02-15,2023-02-20,Standard Class,CUST-0449,Ryan Rosales,Corporate,East,New Jersey,Furniture,Chairs,1,266.75,0.3,186.72,-26.85,2023,2023-02,5,-0.1438
ORD-005797,2023-02-15,2023-02-16,Same Day,CUST-0036,Jeffrey Chavez,Consumer,East,New Jersey,Furniture,Furnishings,8,424.98,0.0,3399.81,1038.68,2023,2023-02,1,0.3055
ORD-001631,2023-02-15,2023-02-18,Standard Class,CUST-0350,Theodore Jones Jr.,Home Office,West,Oregon,Furniture,Bookcases,3,232.14,0.15,591.96,92.06,2023,2023-02,3,0.1555
ORD-000956,2023-02-15,2023-02-17,First Class,CUST-0299,Keith Jennings,Corporate,West,Washington,Furniture,Bookcases,8,379.94,0.3,2127.66,569.69,2023,2023-02,2,0.2678
ORD-008011,2023-02-15,2023-02-18,Standard Class,CUST-0149,Kathy Rivas,Home Office,South,North Carolina,Office Supplies,Storage,5,35.19,0.3,123.16,36.58,2023,2023-02,3,0.297
ORD-007765,2023-02-15,2023-02-22,Same Day,CUST-0170,Daniel Murphy,Corporate,West,Nevada,Office Supplies,Labels,1,25.64,0.0,25.64,5.87,2023,2023-02,7,0.2289
ORD-007745,2023-02-15,2023-02-19,Same Day,CUST-0344,Nichole Alvarez,Home Office,Central,Illinois,Furniture,Bookcases,7,269.96,0.2,1511.79,20.26,2023,2023-02,4,0.0134
ORD-004397,2023-02-15,2023-02-18,Second Class,CUST-0493,William Gould,Home Office,Central,Illinois,Office Supplies,Paper,1,35.66,0.2,28.53,-0.94,2023,2023-02,3,-0.0329
ORD-004201,2023-02-15,2023-02-16,Second Class,CUST-0436,Sophia Johnson,Consumer,Central,Illinois,Technology,Phones,4,428.06,0.3,1198.58,167.56,2023,2023-02,1,0.1398
ORD-005715,2023-02-16,2023-02-23,Standard Class,CUST-0248,Frank Cordova,Consumer,South,Florida,Office Supplies,Storage,8,34.14,0.2,218.5,14.78,2023,2023-02,7,0.0676
ORD-004714,2023-02-16,2023-02-18,First Class,CUST-0087,Shirley Suarez,Home Office,South,Georgia,Office Supplies,Binders,5,24.73,0.0,123.66,9.46,2023,2023-02,2,0.0765
ORD-006263,2023-02-16,2023-02-23,Standard Class,CUST-0054,Mark Perez,Corporate,West,Nevada,Furniture,Bookcases,6,192.09,0.3,806.77,63.25,2023,2023-02,7,0.0784
ORD-007278,2023-02-16,2023-02-17,First Class,CUST-0183,Angela Vaughn,Consumer,South,North Carolina,Furniture,Tables,5,211.92,0.15,900.67,-9.83,2023,2023-02,1,-0.0109
ORD-001905,2023-02-16,2023-02-18,Standard Class,CUST-0146,Joyce Solis,Home Office,South,Georgia,Office Supplies,Storage,4,41.88,0.0,167.51,41.42,2023,2023-02,2,0.2473
ORD-007438,2023-02-16,2023-02-19,Standard Class,CUST-0325,Natalie Bautista,Corporate,East,Massachusetts,Technology,Accessories,7,473.69,0.3,2321.09,-100.23,2023,2023-02,3,-0.0432
ORD-003608,2023-02-16,2023-02-18,Standard Class,CUST-0428,Emily Bennett,Home Office,Central,Michigan,Technology,Accessories,6,401.68,0.3,1687.06,114.14,2023,2023-02,2,0.0677
ORD-003004,2023-02-16,2023-02-18,Standard Class,CUST-0397,Jennifer Collins,Consumer,East,Massachusetts,Furniture,Tables,2,225.91,0.15,384.05,-15.47,2023,2023-02,2,-0.0403
ORD-006557,2023-02-16,2023-02-17,First Class,CUST-0061,Victoria Garcia,Consumer,East,New York,Office Supplies,Storage,1,44.16,0.3,30.91,-0.62,2023,2023-02,1,-0.0201
ORD-003736,2023-02-16,2023-02-23,Standard Class,CUST-0153,Denise Jones,Home Office,Central,Michigan,Furniture,Tables,6,321.11,0.2,1541.33,-56.59,2023,2023-02,7,-0.0367
ORD-000773,2023-02-16,2023-02-21,Standard Class,CUST-0489,Bobby Guerrero,Consumer,West,Oregon,Office Supplies,Paper,3,28.68,0.0,86.03,17.74,2023,2023-02,5,0.2062
ORD-002865,2023-02-16,2023-02-21,Standard Class,CUST-0195,John Bishop,Corporate,East,New Jersey,Furniture,Furnishings,5,260.19,0.0,1300.95,186.95,2023,2023-02,5,0.1437
ORD-001056,2023-02-16,2023-02-20,Same Day,CUST-0426,Gregory Ponce,Corporate,South,Tennessee,Office Supplies,Labels,1,29.29,0.0,29.29,3.82,2023,2023-02,4,0.1304
ORD-001233,2023-02-16,2023-02-23,Same Day,CUST-0462,Eric Williams,Home Office,Central,Michigan,Furniture,Bookcases,6,315.19,0.2,1512.9,161.09,2023,2023-02,7,0.1065
ORD-006914,2023-02-17,2023-02-24,First Class,CUST-0126,Erin Edwards,Consumer,West,Nevada,Office Supplies,Storage,1,47.11,0.1,42.4,4.8,2023,2023-02,7,0.1132
ORD-003328,2023-02-17,2023-02-20,Same Day,CUST-0128,Jason Powell,Consumer,West,Washington,Office Supplies,Art,3,29.28,0.0,87.83,32.32,2023,2023-02,3,0.368
ORD-007517,2023-02-17,2023-02-21,First Class,CUST-0425,Felicia Aguilar,Home Office,East,New Jersey,Office Supplies,Art,4,40.85,0.0,163.4,58.71,2023,2023-02,4,0.3593
ORD-003685,2023-02-17,2023-02-19,Second Class,CUST-0138,Courtney Gonzalez,Consumer,Central,Ohio,Technology,Accessories,4,245.7,0.2,786.23,-47.69,2023,2023-02,2,-0.0607
ORD-005899,2023-02-17,2023-02-22,Same Day,CUST-0197,Daniel Salinas,Consumer,East,New Jersey,Technology,Copiers,2,176.05,0.0,352.1,20.69,2023,2023-02,5,0.0588
ORD-000219,2023-02-17,2023-02-18,Standard Class,CUST-0473,Lori Ingram,Consumer,West,Nevada,Office Supplies,Binders,8,52.1,0.0,416.8,-6.51,2023,2023-02,1,-0.0156
ORD-005817,2023-02-17,2023-02-22,Standard Class,CUST-0128,Jason Powell,Consumer,West,Washington,Office Supplies,Art,6,60.47,0.0,362.85,70.47,2023,2023-02,5,0.1942
ORD-004828,2023-02-17,2023-02-24,Standard Class,CUST-0088,Christopher Bass,Home Office,East,New York,Technology,Machines,2,450.43,0.0,900.86,276.2,2023,2023-02,7,0.3066
ORD-006655,2023-02-17,2023-02-20,First Class,CUST-0205,Erin Warner,Home Office,South,Georgia,Technology,Machines,2,579.37,0.15,984.93,-12.91,2023,2023-02,3,-0.0131
ORD-002698,2023-02-17,2023-02-21,Same Day,CUST-0167,Alyssa Long,Consumer,South,Tennessee,Office Supplies,Labels,8,20.18,0.0,161.47,39.78,2023,2023-02,4,0.2464
ORD-001488,2023-02-18,2023-02-22,Same Day,CUST-0302,Heather Fields,Corporate,East,Massachusetts,Office Supplies,Labels,5,44.57,0.2,178.28,2.26,2023,2023-02,4,0.0127
ORD-003158,2023-02-18,2023-02-20,First Class,CUST-0444,Holly Valentine,Corporate,East,New York,Technology,Phones,5,532.16,0.0,2660.8,627.84,2023,2023-02,2,0.236
ORD-000123,2023-02-18,2023-02-21,First Class,CUST-0230,Lori Guerrero,Home Office,South,North Carolina,Technology,Copiers,7,255.96,0.3,1254.23,-50.34,2023,2023-02,3,-0.0401
ORD-003851,2023-02-18,2023-02-21,Same Day,CUST-0189,Madison Poole,Corporate,West,Washington,Furniture,Tables,7,316.89,0.0,2218.23,36.39,2023,2023-02,3,0.0164
ORD-002908,2023-02-18,2023-02-22,Second Class,CUST-0222,Jeremy Dalton,Corporate,Central,Michigan,Office Supplies,Storage,5,9.43,0.1,42.43,9.85,2023,2023-02,4,0.2321
ORD-003025,2023-02-18,2023-02-23,Same Day,CUST-0045,Angelica Tucker,Home Office,Central,Illinois,Furniture,Tables,6,149.12,0.15,760.53,35.5,2023,2023-02,5,0.0467
ORD-004765,2023-02-18,2023-02-24,Second Class,CUST-0370,Sabrina Austin,Home Office,South,Tennessee,Furniture,Chairs,3,263.17,0.2,631.61,-11.52,2023,2023-02,6,-0.0182
ORD-001329,2023-02-18,2023-02-20,Standard Class,CUST-0329,Jeremy Sampson,Home Office,East,Pennsylvania,Furniture,Bookcases,1,168.1,0.0,168.1,43.17,2023,2023-02,2,0.2568
ORD-000904,2023-02-18,2023-02-21,Second Class,CUST-0265,Yvonne Burns,Corporate,West,Washington,Office Supplies,Storage,7,37.8,0.3,185.24,11.31,2023,2023-02,3,0.0611
ORD-004958,2023-02-18,2023-02-25,Second Class,CUST-0417,Gwendolyn Klein,Consumer,West,Oregon,Office Supplies,Labels,5,41.87,0.0,209.36,38.69,2023,2023-02,7,0.1848
ORD-006139,2023-02-18,2023-02-25,First Class,CUST-0165,Michael Powell,Home Office,South,North Carolina,Technology,Machines,4,374.13,0.0,1496.53,272.64,2023,2023-02,7,0.1822
ORD-008033,2023-02-18,2023-02-23,Second Class,CUST-0019,Lisa Jackson,Corporate,East,Massachusetts,Furniture,Bookcases,4,331.83,0.2,1061.85,31.87,2023,2023-02,5,0.03
ORD-005879,2023-02-18,2023-02-25,First Class,CUST-0350,Theodore Jones Jr.,Home Office,West,Oregon,Office Supplies,Labels,8,36.0,0.15,244.78,87.48,2023,2023-02,7,0.3574
ORD-000823,2023-02-18,2023-02-20,Same Day,CUST-0396,Dana Chapman,Home Office,South,Tennessee,Office Supplies,Storage,6,23.84,0.0,143.07,28.81,2023,2023-02,2,0.2014
ORD-007954,2023-02-18,2023-02-24,Second Class,CUST-0360,Ronald Davis,Consumer,South,North Carolina,Office Supplies,Storage,6,49.34,0.2,236.81,-5.78,2023,2023-02,6,-0.0244
ORD-005228,2023-02-19,2023-02-26,Standard Class,CUST-0208,Cathy Robinson,Home Office,East,New York,Furniture,Furnishings,2,175.83,0.15,298.92,27.23,2023,2023-02,7,0.0911
ORD-008664,2023-02-19,2023-02-26,Standard Class,CUST-0120,Jeffrey Chandler,Consumer,West,Washington,Technology,Copiers,7,331.78,0.0,2322.43,268.28,2023,2023-02,7,0.1155
ORD-002634,2023-02-19,2023-02-25,Second Class,CUST-0456,Marie Moody,Corporate,West,Oregon,Furniture,Furnishings,3,331.91,0.2,796.58,-52.37,2023,2023-02,6,-0.0657
ORD-004436,2023-02-19,2023-02-24,Standard Class,CUST-0278,Marie Christian,Consumer,South,Tennessee,Office Supplies,Labels,5,46.11,0.1,207.49,33.16,2023,2023-02,5,0.1598
ORD-004570,2023-02-19,2023-02-20,First Class,CUST-0341,Allison Smith,Consumer,Central,Texas,Furniture,Furnishings,7,204.17,0.3,1000.46,95.6,2023,2023-02,1,0.0956
ORD-005111,2023-02-19,2023-02-21,Same Day,CUST-0018,Derek Zuniga,Consumer,Central,Illinois,Technology,Accessories,7,557.94,0.0,3905.59,492.77,2023,2023-02,2,0.1262
ORD-006413,2023-02-19,2023-02-21,First Class,CUST-0032,James Ferrell,Home Office,West,Oregon,Office Supplies,Storage,2,29.27,0.2,46.83,2.71,2023,2023-02,2,0.0579
ORD-007388,2023-02-19,2023-02-24,Standard Class,CUST-0391,Thomas Atkins,Corporate,East,New Jersey,Office Supplies,Paper,1,45.48,0.3,31.83,-1.54,2023,2023-02,5,-0.0484
ORD-003557,2023-02-19,2023-02-21,Standard Class,CUST-0155,Brenda Hall,Consumer,West,Washington,Furniture,Furnishings,1,348.56,0.15,296.27,10.71,2023,2023-02,2,0.0361
ORD-001289,2023-02-19,2023-02-21,Same Day,CUST-0411,Angela Lin,Consumer,Central,Texas,Technology,Phones,6,575.7,0.3,2417.95,289.24,2023,2023-02,2,0.1196
ORD-007643,2023-02-20,2023-02-27,Same Day,CUST-0487,Monica Miller,Home Office,South,North Carolina,Technology,Accessories,3,249.38,0.15,635.92,-16.49,2023,2023-02,7,-0.0259
ORD-003591,2023-02-20,2023-02-26,Second Class,CUST-0304,Sara Fuller,Corporate,South,North Carolina,Office Supplies,Storage,8,38.3,0.1,275.77,29.49,2023,2023-02,6,0.1069
ORD-008507,2023-02-20,2023-02-23,Standard Class,CUST-0031,Rebecca Henderson,Corporate,West,Washington,Furniture,Tables,3,248.75,0.0,746.25,80.51,2023,2023-02,3,0.1079
ORD-007225,2023-02-20,2023-02-22,First Class,CUST-0271,Jasmin Alvarado,Consumer,South,Florida,Technology,Phones,1,419.79,0.1,377.82,108.0,2023,2023-02,2,0.2859
ORD-003588,2023-02-20,2023-02-25,Second Class,CUST-0374,Sergio Knight,Home Office,Central,Michigan,Technology,Accessories,5,564.95,0.15,2401.05,463.79,2023,2023-02,5,0.1932
ORD-001509,2023-02-20,2023-02-26,Same Day,CUST-0373,Ellen Morgan,Corporate,West,California,Office Supplies,Binders,7,19.05,0.2,106.66,-36.25,2023,2023-02,6,-0.3399
ORD-004672,2023-02-20,2023-02-27,Same Day,CUST-0455,Alfred Galvan,Consumer,West,California,Technology,Accessories,7,567.61,0.15,3377.29,686.93,2023,2023-02,7,0.2034
ORD-004393,2023-02-20,2023-02-26,Second Class,CUST-0442,Joann Ferguson,Consumer,West,Nevada,Furniture,Furnishings,4,159.71,0.0,638.83,113.09,2023,2023-02,6,0.177
ORD-008811,2023-02-20,2023-02-22,Standard Class,CUST-0450,Phillip Nelson,Home Office,South,North Carolina,Furniture,Tables,8,196.35,0.0,1570.8,283.16,2023,2023-02,2,0.1803
ORD-004099,2023-02-20,2023-02-23,Same Day,CUST-0496,Lawrence Harrington,Consumer,South,Tennessee,Technology,Accessories,4,477.24,0.2,1527.17,380.69,2023,2023-02,3,0.2493
ORD-005527,2023-02-20,2023-02-21,Same Day,CUST-0474,Evelyn Williams,Corporate,East,New York,Technology,Copiers,4,446.46,0.0,1785.83,267.99,2023,2023-02,1,0.1501
ORD-000659,2023-02-20,2023-02-22,First Class,CUST-0264,Diane Evans,Consumer,South,Georgia,Technology,Accessories,3,272.19,0.0,816.56,92.58,2023,2023-02,2,0.1134
ORD-000329,2023-02-20,2023-02-26,First Class,CUST-0117,William Herrera,Corporate,Central,Texas,Office Supplies,Paper,8,35.15,0.0,281.17,41.36,2023,2023-02,6,0.1471
ORD-002905,2023-02-21,2023-02-24,Second Class,CUST-0212,Denise Mccann,Corporate,East,Massachusetts,Technology,Accessories,3,724.36,0.0,2173.09,265.81,2023,2023-02,3,0.1223
ORD-002678,2023-02-21,2023-02-25,Same Day,CUST-0017,Holly Wood,Home Office,East,New Jersey,Furniture,Chairs,8,209.53,0.2,1341.0,144.01,2023,2023-02,4,0.1074
ORD-006720,2023-02-21,2023-02-28,Second Class,CUST-0334,Linda Smith,Corporate,East,Massachusetts,Furniture,Bookcases,6,320.07,0.15,1632.37,160.15,2023,2023-02,7,0.0981
ORD-004662,2023-02-21,2023-02-27,Second Class,CUST-0191,Debra Morton,Consumer,Central,Ohio,Technology,Phones,4,411.61,0.15,1399.48,-61.26,2023,2023-02,6,-0.0438
ORD-000693,2023-02-21,2023-02-23,Standard Class,CUST-0164,Jeffrey Johnson,Corporate,East,New Jersey,Technology,Copiers,1,489.05,0.1,440.15,81.83,2023,2023-02,2,0.1859
ORD-000057,2023-02-21,2023-02-24,Same Day,CUST-0132,Dustin Jordan,Consumer,East,Massachusetts,Furniture,Chairs,7,254.52,0.3,1247.13,368.64,2023,2023-02,3,0.2956
ORD-001785,2023-02-21,2023-02-26,Same Day,CUST-0485,Jasmine Beltran,Home Office,Central,Ohio,Office Supplies,Storage,6,37.36,0.0,224.13,57.93,2023,2023-02,5,0.2585
ORD-000808,2023-02-22,2023-02-23,Same Day,CUST-0041,Paula Moreno,Consumer,Central,Michigan,Technology,Machines,7,378.34,0.0,2648.4,1412.06,2023,2023-02,1,0.5332
ORD-007627,2023-02-22,2023-02-27,First Class,CUST-0408,Jeremy Turner,Consumer,Central,Ohio,Furniture,Bookcases,8,286.09,0.0,2288.69,422.21,2023,2023-02,5,0.1845
ORD-001582,2023-02-22,2023-02-27,Second Class,CUST-0243,Kevin Walters,Consumer,South,Florida,Office Supplies,Paper,6,30.18,0.0,181.08,12.07,2023,2023-02,5,0.0667
ORD-004925,2023-02-22,2023-02-28,Standard Class,CUST-0149,Kathy Rivas,Home Office,South,North Carolina,Furniture,Chairs,8,187.89,0.0,1503.09,349.14,2023,2023-02,6,0.2323
ORD-004149,2023-02-22,2023-02-26,Second Class,CUST-0159,Melissa Gates,Corporate,South,Tennessee,Technology,Phones,4,636.89,0.0,2547.56,497.47,2023,2023-02,4,0.1953
ORD-003912,2023-02-22,2023-02-26,Second Class,CUST-0404,Kathleen Webster,Corporate,West,Oregon,Furniture,Bookcases,7,212.94,0.2,1192.44,40.62,2023,2023-02,4,0.0341
ORD-002229,2023-02-22,2023-02-26,Standard Class,CUST-0392,Laura Mckinney,Home Office,East,Massachusetts,Furniture,Bookcases,8,163.22,0.15,1109.87,-11.07,2023,2023-02,4,-0.01
ORD-007622,2023-02-22,2023-02-28,Second Class,CUST-0389,Sandra Drake,Home Office,East,New York,Furniture,Furnishings,3,294.41,0.3,618.26,46.22,2023,2023-02,6,0.0748
ORD-002280,2023-02-22,2023-03-01,Same Day,CUST-0402,Craig Morrison,Home Office,East,New York,Office Supplies,Storage,2,29.35,0.1,52.84,12.08,2023,2023-02,7,0.2286
ORD-006917,2023-02-22,2023-02-28,Same Day,CUST-0030,Anthony Rodriguez,Home Office,South,Tennessee,Furniture,Chairs,1,251.75,0.1,226.58,61.92,2023,2023-02,6,0.2733
ORD-004881,2023-02-22,2023-02-24,First Class,CUST-0412,Lisa Hunter,Home Office,Central,Texas,Technology,Machines,7,229.67,0.0,1607.68,75.73,2023,2023-02,2,0.0471
ORD-008349,2023-02-22,2023-02-23,Standard Class,CUST-0366,Kenneth Lewis,Home Office,West,Washington,Office Supplies,Storage,8,34.77,0.0,278.14,41.2,2023,2023-02,1,0.1481
ORD-002292,2023-02-22,2023-02-27,First Class,CUST-0465,Jose Allen,Home Office,Central,Texas,Office Supplies,Art,5,34.94,0.3,122.28,11.5,2023,2023-02,5,0.094
ORD-006756,2023-02-22,2023-02-23,Second Class,CUST-0193,Debra Christian,Corporate,Central,Michigan,Furniture,Tables,5,232.17,0.0,1160.85,108.22,2023,2023-02,1,0.0932
ORD-004948,2023-02-23,2023-03-02,Second Class,CUST-0156,Michelle Brown,Consumer,East,New Jersey,Furniture,Tables,8,239.77,0.2,1534.52,-143.32,2023,2023-02,7,-0.0934
ORD-001319,2023-02-23,2023-03-01,Standard Class,CUST-0296,John Young,Corporate,West,Oregon,Technology,Accessories,6,422.88,0.1,2283.53,600.47,2023,2023-02,6,0.263
ORD-000951,2023-02-23,2023-02-26,First Class,CUST-0379,Anthony Moore,Consumer,West,Washington,Technology,Phones,4,483.63,0.1,1741.08,191.42,2023,2023-02,3,0.1099
ORD-006870,2023-02-23,2023-02-24,Second Class,CUST-0404,Kathleen Webster,Corporate,West,Oregon,Office Supplies,Storage,6,34.03,0.2,163.33,-36.63,2023,2023-02,1,-0.2243
ORD-008095,2023-02-23,2023-02-26,Same Day,CUST-0422,Maria Jones,Corporate,Central,Texas,Office Supplies,Paper,2,34.93,0.15,59.38,14.15,2023,2023-02,3,0.2383
ORD-004739,2023-02-23,2023-02-24,Standard Class,CUST-0298,William Barrett,Consumer,South,Tennessee,Furniture,Furnishings,5,270.38,0.15,1149.1,391.72,2023,2023-02,1,0.3409
ORD-003697,2023-02-23,2023-02-25,Standard Class,CUST-0142,David Douglas Jr.,Home Office,East,Massachusetts,Technology,Machines,7,243.07,0.3,1191.03,-49.32,2023,2023-02,2,-0.0414
ORD-001722,2023-02-23,2023-02-25,Same Day,CUST-0369,Renee Bruce,Home Office,South,Florida,Office Supplies,Binders,8,36.48,0.1,262.66,89.47,2023,2023-02,2,0.3406
ORD-003195,2023-02-23,2023-02-28,Standard Class,CUST-0322,Charles Shah,Consumer,South,Florida,Office Supplies,Storage,1,43.85,0.2,35.08,3.18,2023,2023-02,5,0.0906
ORD-001196,2023-02-23,2023-03-01,Second Class,CUST-0301,Tanner Mitchell Dds,Corporate,South,North Carolina,Furniture,Tables,3,111.54,0.0,334.61,12.87,2023,2023-02,6,0.0385
ORD-005609,2023-02-23,2023-02-28,Second Class,CUST-0024,Tommy Walter,Consumer,West,Nevada,Office Supplies,Storage,8,46.6,0.1,335.5,45.21,2023,2023-02,5,0.1348
ORD-003341,2023-02-24,2023-02-27,Same Day,CUST-0038,Cassandra Gaines,Corporate,South,Tennessee,Furniture,Bookcases,7,226.36,0.2,1267.59,40.77,2023,2023-02,3,0.0322
ORD-006213,2023-02-24,2023-02-27,First Class,CUST-0200,Nathan Freeman,Home Office,East,New Jersey,Office Supplies,Art,2,31.63,0.0,63.27,4.88,2023,2023-02,3,0.0771
ORD-005571,2023-02-24,2023-03-02,Same Day,CUST-0164,Jeffrey Johnson,Corporate,East,New Jersey,Office Supplies,Art,2,22.76,0.3,31.87,5.62,2023,2023-02,6,0.1763
ORD-008497,2023-02-24,2023-02-26,Standard Class,CUST-0300,Amber Obrien,Consumer,West,Oregon,Technology,Accessories,2,249.02,0.2,398.43,15.91,2023,2023-02,2,0.0399
ORD-000959,2023-02-24,2023-02-26,Second Class,CUST-0491,Heather Williams,Consumer,West,California,Furniture,Furnishings,3,190.92,0.0,572.75,43.24,2023,2023-02,2,0.0755
