customer_id,customer_name,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST-0132,Dustin Jordan,21,13,12449.23,4,1,2,7,New / Promising
CUST-0136,Jose Schultz,67,19,15284.289999999999,1,3,3,7,At Risk
CUST-0353,Kerry Chavez Dds,59,15,17549.73,2,2,3,7,Needs Attention
CUST-0371,Allison Hickman,9,14,7151.280000000001,5,1,1,7,New / Promising
CUST-0047,John Pierce,4,13,10888.26,5,1,1,7,New / Promising
CUST-0107,Sharon Cherry,11,15,4983.3099999999995,4,2,1,7,New / Promising
CUST-0090,Aimee Montoya,28,19,11689.1,3,3,1,7,Loyal Customers
CUST-0413,Julian Conner,53,17,12906.83,2,3,2,7,At Risk
CUST-0193,Debra Christian,9,10,9851.57,5,1,1,7,New / Promising
CUST-0404,Kathleen Webster,41,15,15966.57,2,2,3,7,Needs Attention
CUST-0026,Judy Baker,25,16,14518.29,3,2,2,7,Needs Attention
CUST-0028,Stephanie Ross,60,18,12446.14,2,3,2,7,At Risk
CUST-0229,Michael Bradshaw,25,16,13643.33,3,2,2,7,Needs Attention
CUST-0410,Jesse Brown,5,12,11061.1,5,1,1,7,New / Promising
CUST-0409,Anthony Romero,152,16,18794.75,1,2,4,7,Needs Attention
CUST-0088,Christopher Bass,36,17,12572.31,3,2,2,7,Needs Attention
CUST-0025,Matthew Foster,88,21,12908.37,1,4,2,7,At Risk
CUST-0017,Holly Wood,265,15,15153.48,1,2,3,6,Needs Attention
CUST-0020,Carla Gray,139,18,12329.970000000001,1,3,2,6,At Risk
CUST-0023,Ethan Adams,13,13,8365.33,4,1,1,6,New / Promising
CUST-0076,Sarah Moore,30,11,13335.35,3,1,2,6,Needs Attention
CUST-0101,Sandra Aguilar,14,11,7518.57,4,1,1,6,New / Promising
CUST-0027,Justin Baker,74,17,15569.05,1,2,3,6,Needs Attention
CUST-0499,Meghan Rush,55,17,11784.96,2,3,1,6,At Risk
CUST-0094,Christina Walters,74,19,13681.31,1,3,2,6,At Risk
CUST-0233,Christopher Parker,19,11,9898.26,4,1,1,6,New / Promising
CUST-0414,Joanna Pacheco,67,16,16065.84,1,2,3,6,Needs Attention
CUST-0269,Cynthia Rowe,13,9,9567.289999999999,4,1,1,6,New / Promising
CUST-0228,Michael Warner,56,16,14681.98,2,2,2,6,Lost / Low Value
CUST-0215,Julie Alexander,37,18,10751.220000000001,2,3,1,6,At Risk
CUST-0258,Kathleen Moran,61,12,16477.93,2,1,3,6,Needs Attention
CUST-0105,Richard Henson,35,10,12845.73,3,1,2,6,Needs Attention
CUST-0427,Jenna Larson,23,13,14197.449999999999,3,1,2,6,Needs Attention
CUST-0423,Michael Mitchell,21,12,9685.95,4,1,1,6,New / Promising
CUST-0181,Alexander Collins,46,14,15684.99,2,1,3,6,Needs Attention
CUST-0277,Wayne Morgan,46,13,15364.18,2,1,3,6,Needs Attention
CUST-0481,Dawn Mullins,15,14,7713.72,4,1,1,6,New / Promising
CUST-0460,Ruben Dunn,70,18,12651.3,1,3,2,6,At Risk
CUST-0466,Jeffrey Mendez,82,17,12288.12,1,3,2,6,At Risk
CUST-0435,Ashley Wise,55,16,12909.24,2,2,2,6,Lost / Low Value
CUST-0010,Ryan Munoz,33,11,12971.22,3,1,2,6,Needs Attention
CUST-0475,Robin Thompson,82,16,17413.59,1,2,3,6,Needs Attention
CUST-0490,Lance Simmons,126,16,15764.51,1,2,3,6,Needs Attention
CUST-0478,Judith Carter,36,15,7777.58,3,2,1,6,Needs Attention
CUST-0493,William Gould,15,10,9963.300000000001,4,1,1,6,New / Promising
CUST-0494,Mark Cox,19,12,11298.31,4,1,1,6,New / Promising
CUST-0030,Anthony Rodriguez,21,12,10299.44,4,1,1,6,New / Promising
CUST-0443,Robert Harrison,70,15,17157.51,1,2,3,6,Needs Attention
CUST-0400,Hannah Luna,38,14,15954.12,2,1,3,6,Needs Attention
CUST-0194,Angelica Keith,74,17,14371.86,1,3,2,6,At Risk
CUST-0299,Keith Jennings,49,16,12711.51,2,2,2,6,Lost / Low Value
CUST-0202,Ricky Davis Ii,44,15,13683.56,2,2,2,6,Lost / Low Value
CUST-0257,Susan Murray Md,134,16,17750.95,1,2,3,6,Needs Attention
CUST-0406,Madison Weber,13,11,10466.18,4,1,1,6,New / Promising
CUST-0270,Patrick Thornton,18,11,6981.59,4,1,1,6,New / Promising
CUST-0214,Katherine Salas,18,9,3469.1499999999996,4,1,1,6,New / Promising
CUST-0231,Jessica Stephens,22,14,14372.509999999998,3,1,2,6,Needs Attention
CUST-0138,Courtney Gonzalez,123,16,16749.77,1,2,3,6,Needs Attention
CUST-0121,Larry Dixon,44,15,12648.95,2,2,2,6,Lost / Low Value
CUST-0320,Connie Brown,114,13,18188.97,1,1,4,6,Needs Attention
CUST-0328,Trevor Johnson,38,16,12341.98,2,2,2,6,Lost / Low Value
CUST-0361,Parker Cain,78,14,18077.05,1,1,4,6,Needs Attention
CUST-0330,Ariana Jennings,20,7,3497.1,4,1,1,6,New / Promising
CUST-0111,Richard Rodriguez,24,15,10956.54,3,2,1,6,Needs Attention
CUST-0335,Dana Martinez,110,16,14857.45,1,2,3,6,Needs Attention
CUST-0342,Cynthia Morris,47,16,12528.95,2,2,2,6,Lost / Low Value
CUST-0349,James Parks,103,17,12619.26,1,3,2,6,At Risk
CUST-0016,Brian Ramirez,103,17,12832.539999999999,1,2,2,5,Lost / Low Value
CUST-0159,Melissa Gates,35,14,10203.49,3,1,1,5,Needs Attention
CUST-0157,Joshua Perry,25,14,8215.720000000001,3,1,1,5,Needs Attention
CUST-0288,Carolyn Miller,99,16,12472.529999999999,1,2,2,5,Lost / Low Value
CUST-0149,Kathy Rivas,42,15,9466.81,2,2,1,5,Lost / Low Value
CUST-0172,Darlene Miller,116,15,12384.69,1,2,2,5,Lost / Low Value
CUST-0191,Debra Morton,62,12,12138.2,2,1,2,5,Lost / Low Value
CUST-0179,Lawrence Adkins,77,15,12500.23,1,2,2,5,Lost / Low Value
CUST-0246,Donna Landry,23,13,11728.35,3,1,1,5,Needs Attention
CUST-0230,Lori Guerrero,58,14,12723.69,2,1,2,5,Lost / Low Value
CUST-0264,Diane Evans,25,13,11639.630000000001,3,1,1,5,Needs Attention
CUST-0210,Brian Lee,79,15,12120.79,1,2,2,5,Lost / Low Value
CUST-0024,Tommy Walter,42,16,10043.8,2,2,1,5,Lost / Low Value
CUST-0321,Susan Turner,61,12,14152.02,2,1,2,5,Lost / Low Value
CUST-0163,Lindsey Walker,28,13,9704.92,3,1,1,5,Needs Attention
CUST-0369,Renee Bruce,47,12,14447.119999999999,2,1,2,5,Lost / Low Value
CUST-0307,Edward Burgess,31,13,10140.54,3,1,1,5,Needs Attention
CUST-0391,Thomas Atkins,37,15,6282.62,2,2,1,5,Lost / Low Value
CUST-0125,Helen Jones,27,11,8697.05,3,1,1,5,Needs Attention
CUST-0139,David Alvarez,43,14,13388.78,2,1,2,5,Lost / Low Value
CUST-0403,Mary Thompson,23,13,9001.18,3,1,1,5,Needs Attention
CUST-0170,Daniel Murphy,44,11,13225.83,2,1,2,5,Lost / Low Value
CUST-0352,Kimberly Nguyen,96,13,15691.039999999999,1,1,3,5,Needs Attention
CUST-0350,Theodore Jones Jr.,71,17,12094.77,1,3,1,5,At Risk
CUST-0332,Colton Martinez,31,14,9793.78,3,1,1,5,Needs Attention
CUST-0428,Emily Bennett,125,14,14833.7,1,1,3,5,Needs Attention
CUST-0495,Meghan Cisneros,46,14,9034.96,2,2,1,5,Lost / Low Value
CUST-0381,Karla Ramos,74,13,15364.16,1,1,3,5,Needs Attention
CUST-0486,Jonathan Glass Md,103,12,16059.45,1,1,3,5,Needs Attention
CUST-0484,Steve Paul,26,13,8864.84,3,1,1,5,Needs Attention
CUST-0059,Brent Jordan,79,17,12885.939999999999,1,2,2,5,Lost / Low Value
CUST-0469,Katie Mcneil,107,15,14386.36,1,2,2,5,Lost / Low Value
CUST-0464,Taylor Carlson,50,15,10339.06,2,2,1,5,Lost / Low Value
CUST-0035,Debra Davidson,138,17,11199.16,1,2,1,4,Lost / Low Value
CUST-0461,Kelsey Rodriguez,160,16,11112.2,1,2,1,4,Lost / Low Value
CUST-0467,Jason Beck,103,16,7553.34,1,2,1,4,Lost / Low Value
CUST-0491,Heather Williams,72,13,13415.86,1,1,2,4,Lost / Low Value
CUST-0051,Jessica Holmes,101,16,11919.619999999999,1,2,1,4,Lost / Low Value
CUST-0056,Michael Lewis,39,14,8778.06,2,1,1,4,Lost / Low Value
CUST-0355,Patricia Le,64,12,11059.5,2,1,1,4,Lost / Low Value
CUST-0343,Anthony Harmon,51,10,7059.450000000001,2,1,1,4,Lost / Low Value
CUST-0354,Michael Farrell,159,14,12164.84,1,1,2,4,Lost / Low Value
CUST-0393,Brian Smith,76,16,6752.36,1,2,1,4,Lost / Low Value
CUST-0379,Anthony Moore,100,12,14671.57,1,1,2,4,Lost / Low Value
CUST-0049,Joshua Blair,68,16,10258.1,1,2,1,4,Lost / Low Value
CUST-0175,Nicole Herring,44,12,11767.27,2,1,1,4,Lost / Low Value
CUST-0212,Denise Mccann,92,13,13406.98,1,1,2,4,Lost / Low Value
CUST-0245,Shannon Rivera,89,13,14713.33,1,1,2,4,Lost / Low Value
CUST-0183,Angela Vaughn,79,13,12742.77,1,1,2,4,Lost / Low Value
CUST-0306,Kevin Oconnor,61,13,12036.57,2,1,1,4,Lost / Low Value
CUST-0364,Nicole Parrish,56,12,5775.110000000001,2,1,1,4,Lost / Low Value
CUST-0359,Christian Leblanc,57,12,10319.96,2,1,1,4,Lost / Low Value
CUST-0326,Patrick Moore,67,13,14208.85,1,1,2,4,Lost / Low Value
CUST-0331,Vanessa Howard,75,14,12420.52,1,1,2,4,Lost / Low Value
CUST-0161,Paul Castaneda,109,15,8570.97,1,2,1,4,Lost / Low Value
CUST-0314,Tracy Ballard,62,13,11799.49,2,1,1,4,Lost / Low Value
CUST-0174,Matthew Harrington,51,12,11573.76,2,1,1,4,Lost / Low Value
CUST-0298,William Barrett,83,14,14683.36,1,1,2,4,Lost / Low Value
CUST-0287,Joseph Knight,101,13,12913.28,1,1,2,4,Lost / Low Value
CUST-0282,Tammie Bright,43,10,6694.83,2,1,1,4,Lost / Low Value
CUST-0011,Monica Herrera,112,9,5565.320000000001,1,1,1,3,Lost / Low Value
CUST-0439,Rhonda Martin,74,12,7083.58,1,1,1,3,Lost / Low Value
CUST-0067,Tracy House,86,12,11148.3,1,1,1,3,Lost / Low Value
CUST-0062,Gerald Hensley,199,11,11179.03,1,1,1,3,Lost / Low Value
CUST-0061,Victoria Garcia,255,14,10333.869999999999,1,1,1,3,Lost / Low Value
CUST-0119,Victor Baker,85,13,10979.97,1,1,1,3,Lost / Low Value
CUST-0131,Elizabeth Kelley,75,13,8054.64,1,1,1,3,Lost / Low Value
CUST-0347,Sharon Boyd,113,13,9373.95,1,1,1,3,Lost / Low Value
CUST-0148,Stephanie Salazar,115,14,8207.76,1,1,1,3,Lost / Low Value
CUST-0294,Margaret Coleman,135,7,4464.6900000000005,1,1,1,3,Lost / Low Value
CUST-0244,Brandon Bailey Md,125,7,4691.92,1,1,1,3,Lost / Low Value
CUST-0234,Laura Roberts,92,13,5448.9800000000005,1,1,1,3,Lost / Low Value
CUST-0272,Veronica Simpson,85,12,8491.61,1,1,1,3,Lost / Low Value
CUST-0079,Steve Sanchez,79,12,12046.49,1,1,1,3,Lost / Low Value
CUST-0029,Zachary Hicks,164,13,10592.119999999999,1,1,1,3,Lost / Low Value
CUST-0013,Lisa Hensley,75,14,9118.57,1,1,1,3,Lost / Low Value
